Latitude,Longitude
28.6297834612038,77.0776940796179
28.6159564861556,77.0851987905795
28.6024673324942,77.0826940403147
28.5899197905856,77.082994447627
28.5777751058903,77.1113060419964
28.5656541796848,77.1224616476836
28.5608811110548,77.140341237451
28.557925961712,77.1609827694922
28.5580423572399,77.174046892439
28.5503114738711,77.1852115824157
28.5471937628216,77.1938027232322
28.5434774222149,77.2053582322162
28.5423484614174,77.2204900311667
28.5412425337959,77.2293798189428
28.5418624769814,77.2382024764913
28.5458880083749,77.2511576999558
28.5503080443963,77.2565918554361
28.55479188199,77.2648317676421
28.5595514879644,77.2747188135864
28.5630027634972,77.2863170790844
28.5615276353709,77.2920845226246
28.5459748080479,77.2964764987725
28.542912703242,77.3101028762629
28.5532678268239,77.3230637795121
28.5640950792416,77.3357711688027
